datetime (UTC),"coordinates (lat,lon)",temperature (degC),relative_humidity (0-1),wind_speed (m/s),total_precipitation (mm of water equivalent),surface_pressure (Pa),snowfall (mm of water equivalent),snow_depth (mm of water equivalent),absolute_humidity (g/m^3),rainfall (mm)
10/8/2024 0:00,"(42.09152, -76.80259)",8.61,0.8,2.56,0,96405.86,0,0,6.880206623,0
10/8/2024 1:00,"(42.09152, -76.80259)",7.21,0.85,2.58,0,96388.59,0,0,6.6782963,0
10/8/2024 2:00,"(42.09152, -76.80259)",6.52,0.87,2.5,0,96400.88,0,0,6.535007432,0
10/8/2024 3:00,"(42.09152, -76.80259)",5.93,0.87,2.41,0,96379.11,0,0,6.287330073,0
10/8/2024 4:00,"(42.09152, -76.80259)",5.1,0.9,2.24,0,96353.36,0,0,6.158063961,0
10/8/2024 5:00,"(42.09152, -76.80259)",4.84,0.91,2.12,0,96368.48,0,0,6.120275259,0
10/8/2024 6:00,"(42.09152, -76.80259)",4.48,0.92,1.34,0,96369.06,0,0,6.041497271,0
10/8/2024 7:00,"(42.09152, -76.80259)",4.35,0.92,1.35,0,96386.88,0,0,5.989508435,0
10/8/2024 8:00,"(42.09152, -76.80259)",4.47,0.93,1.58,0,96394.45,0,0,6.103108997,0
10/8/2024 9:00,"(42.09152, -76.80259)",6.58,0.84,1.56,0,96410.73,0,0,6.33443584,0
10/8/2024 10:00,"(42.09152, -76.80259)",10.82,0.65,2.28,0,96415.23,0,0,6.43416631,0
10/8/2024 11:00,"(42.09152, -76.80259)",12.99,0.6,3.25,0.03,96373.09,0,0,6.80182817,0.03
10/8/2024 12:00,"(42.09152, -76.80259)",14.15,0.52,4.77,0.14,96344.13,0,0,6.331933385,0.14
10/8/2024 13:00,"(42.09152, -76.80259)",15.22,0.46,4.46,0.04,96290.71,0,0,5.979729828,0.04
10/8/2024 14:00,"(42.09152, -76.80259)",15.58,0.44,4.42,0,96215.44,0,0,5.846194578,0
10/8/2024 15:00,"(42.09152, -76.80259)",15.69,0.43,4.42,0,96196.78,0,0,5.751556016,0
10/8/2024 16:00,"(42.09152, -76.80259)",15.64,0.42,3.71,0,96189.06,0,0,5.600799215,0
10/8/2024 17:00,"(42.09152, -76.80259)",15.18,0.43,3.37,0,96163.37,0,0,5.576160578,0
10/8/2024 18:00,"(42.09152, -76.80259)",13.06,0.52,2.1,0,96162.05,0,0,5.920526029,0
10/8/2024 19:00,"(42.09152, -76.80259)",11.64,0.59,2.33,0,96208.65,0,0,6.149066865,0
10/8/2024 20:00,"(42.09152, -76.80259)",11.04,0.61,2.82,0,96296.77,0,0,6.122480954,0
10/8/2024 21:00,"(42.09152, -76.80259)",9.94,0.66,2.4,0,96351.02,0,0,6.179299639,0
10/8/2024 22:00,"(42.09152, -76.80259)",8.79,0.72,1.92,0,96359.63,0,0,6.264111191,0
10/8/2024 23:00,"(42.09152, -76.80259)",7.81,0.77,2.01,0,96385.38,0,0,6.289568952,0
10/9/2024 0:00,"(42.09152, -76.80259)",6.91,0.82,1.92,0,96342.37,0,0,6.318113233,0
10/9/2024 1:00,"(42.09152, -76.80259)",6.14,0.83,1.89,0.02,96349.98,0,0,6.081448165,0.02
10/9/2024 2:00,"(42.09152, -76.80259)",5.91,0.85,1.93,0.02,96365.71,0,0,6.134733247,0.02
10/9/2024 3:00,"(42.09152, -76.80259)",5.84,0.85,1.98,0,96334.98,0,0,6.106594187,0
10/9/2024 4:00,"(42.09152, -76.80259)",5.68,0.85,2.07,0.01,96344.99,0,0,6.042699289,0.01
10/9/2024 5:00,"(42.09152, -76.80259)",5.37,0.85,2.13,0.02,96328.57,0,0,5.920562996,0.02
10/9/2024 6:00,"(42.09152, -76.80259)",5.66,0.84,2.18,0.03,96324.61,0,0,5.963756535,0.03
10/9/2024 7:00,"(42.09152, -76.80259)",5.22,0.85,2.13,0.01,96354.43,0,0,5.862243128,0.01
10/9/2024 8:00,"(42.09152, -76.80259)",5.25,0.85,1.98,0,96383.81,0,0,5.873866774,0
10/9/2024 9:00,"(42.09152, -76.80259)",7.21,0.79,1.88,0,96391.98,0,0,6.206887149,0
10/9/2024 10:00,"(42.09152, -76.80259)",10.44,0.64,2.59,0,96410.83,0,0,6.184967146,0
10/9/2024 11:00,"(42.09152, -76.80259)",12.27,0.5,4.23,0,96386.58,0,0,5.420241486,0
10/9/2024 12:00,"(42.09152, -76.80259)",13.37,0.43,4.84,0,96344.14,0,0,4.990562626,0
10/9/2024 13:00,"(42.09152, -76.80259)",13.84,0.41,4.58,0.09,96338.44,0,0,4.898299782,0.09
10/9/2024 14:00,"(42.09152, -76.80259)",13.91,0.42,5.21,0.11,96288.22,0,0,5.03941786,0.11
10/9/2024 15:00,"(42.09152, -76.80259)",13.94,0.43,5.29,0.11,96265.01,0,0,5.1689277,0.11
10/9/2024 16:00,"(42.09152, -76.80259)",13.65,0.44,5.15,0,96279.74,0,0,5.195582603,0
10/9/2024 17:00,"(42.09152, -76.80259)",13.08,0.46,5.09,0,96296.4,0,0,5.24387651,0
10/9/2024 18:00,"(42.09152, -76.80259)",11.45,0.52,4.19,0.03,96337.75,0,0,5.355360309,0.03
10/9/2024 19:00,"(42.09152, -76.80259)",10.2,0.62,4.17,0.06,96435.56,0,0,5.901336146,0.06
10/9/2024 20:00,"(42.09152, -76.80259)",8.99,0.72,4.44,0.34,96519.89,0,0,6.344880954,0.34
10/9/2024 21:00,"(42.09152, -76.80259)",8.36,0.77,4.33,0.11,96586,0,0,6.516642944,0.11
10/9/2024 22:00,"(42.09152, -76.80259)",7.63,0.8,3.95,0.03,96665.39,0,0,6.458979742,0.03
10/9/2024 23:00,"(42.09152, -76.80259)",7.28,0.79,3.54,0.01,96741.37,0,0,6.235164307,0.01
10/10/2024 0:00,"(42.09152, -76.80259)",6.79,0.81,3.36,0,96735.76,0,0,6.192462509,0
10/10/2024 1:00,"(42.09152, -76.80259)",6.11,0.82,3.26,0.01,96762.47,0,0,5.9963759,0.01
10/10/2024 2:00,"(42.09152, -76.80259)",5.65,0.82,3.23,0.01,96756.15,0,0,5.817933026,0.01
10/10/2024 3:00,"(42.09152, -76.80259)",5.61,0.81,3.28,0.01,96766.92,0,0,5.731873919,0.01
10/10/2024 4:00,"(42.09152, -76.80259)",5.19,0.81,3.4,0.01,96774.1,0,0,5.57531537,0.01
10/10/2024 5:00,"(42.09152, -76.80259)",5.26,0.8,3.58,0.01,96808.04,0,0,5.531996043,0.01
10/10/2024 6:00,"(42.09152, -76.80259)",5.07,0.85,3.13,0,96838.22,0,0,5.804425882,0
10/10/2024 7:00,"(42.09152, -76.80259)",5.34,0.84,3.17,0,96888.96,0,0,5.839342653,0
10/10/2024 8:00,"(42.09152, -76.80259)",5.47,0.83,3.07,0,96938.77,0,0,5.819495158,0
10/10/2024 9:00,"(42.09152, -76.80259)",6.22,0.77,5.12,0.04,97024.54,0,0,5.671471061,0.04
10/10/2024 10:00,"(42.09152, -76.80259)",7.31,0.71,4.9,0.01,97056.83,0,0,5.614677711,0.01
10/10/2024 11:00,"(42.09152, -76.80259)",7.85,0.69,4.37,0,97059.75,0,0,5.650694542,0
10/10/2024 12:00,"(42.09152, -76.80259)",8.74,0.65,4.15,0,97072.09,0,0,5.636997983,0
10/10/2024 13:00,"(42.09152, -76.80259)",9.67,0.61,4.13,0,97050.92,0,0,5.613969933,0
10/10/2024 14:00,"(42.09152, -76.80259)",10.14,0.58,4.04,0,97006.02,0,0,5.499648524,0
10/10/2024 15:00,"(42.09152, -76.80259)",10.75,0.55,4.21,0,97008.22,0,0,5.420312222,0
10/10/2024 16:00,"(42.09152, -76.80259)",11,0.54,4.07,0,97002.97,0,0,5.406271705,0
10/10/2024 17:00,"(42.09152, -76.80259)",10.85,0.55,4.03,0,96979.47,0,0,5.454600947,0
10/10/2024 18:00,"(42.09152, -76.80259)",9.66,0.6,3.15,0,96983.95,0,0,5.518424002,0
10/10/2024 19:00,"(42.09152, -76.80259)",8.23,0.66,2.87,0,97060.03,0,0,5.539144945,0
10/10/2024 20:00,"(42.09152, -76.80259)",6.69,0.75,2.46,0,97093.57,0,0,5.696495086,0
10/10/2024 21:00,"(42.09152, -76.80259)",6.04,0.79,1.88,0,97124.51,0,0,5.750542034,0
10/10/2024 22:00,"(42.09152, -76.80259)",5.06,0.84,1.92,0,97128.45,0,0,5.732346955,0
10/10/2024 23:00,"(42.09152, -76.80259)",4.45,0.87,2.17,0,97117.37,0,0,5.701776644,0
10/11/2024 0:00,"(42.09152, -76.80259)",4.15,0.89,2.36,0,97099.02,0,0,5.717562617,0
10/11/2024 1:00,"(42.09152, -76.80259)",3.27,0.91,2.32,0,97069.04,0,0,5.511939011,0
10/11/2024 2:00,"(42.09152, -76.80259)",3.11,0.91,2.14,0,97055.57,0,0,5.453021914,0
10/11/2024 3:00,"(42.09152, -76.80259)",2.77,0.92,2.15,0,97030.44,0,0,5.388217865,0
10/11/2024 4:00,"(42.09152, -76.80259)",2.25,0.93,2.18,0,97015.75,0,0,5.258782358,0
10/11/2024 5:00,"(42.09152, -76.80259)",2.33,0.92,2.12,0,97032.48,0,0,5.230477635,0
10/11/2024 6:00,"(42.09152, -76.80259)",1.77,0.95,2.12,0,97061.79,0,0,5.199779786,0
10/11/2024 7:00,"(42.09152, -76.80259)",2,0.95,2.14,0,97059.83,0,0,5.281629404,0
10/11/2024 8:00,"(42.09152, -76.80259)",2.5,0.95,2.33,0,97069.52,0,0,5.463467182,0
10/11/2024 9:00,"(42.09152, -76.80259)",4.92,0.91,2.07,0,97070.12,0,0,6.15278579,0
10/11/2024 10:00,"(42.09152, -76.80259)",9.11,0.77,2.69,0,97056.17,0,0,6.837789393,0
10/11/2024 11:00,"(42.09152, -76.80259)",11.41,0.68,2.83,0,97004.79,0,0,6.985611502,0
10/11/2024 12:00,"(42.09152, -76.80259)",13.66,0.58,2.73,0,96938.1,0,0,6.852943183,0
10/11/2024 13:00,"(42.09152, -76.80259)",16.34,0.5,2.8,0,96870.87,0,0,6.955831167,0
10/11/2024 14:00,"(42.09152, -76.80259)",17.5,0.47,3.02,0,96767.82,0,0,7.009789368,0
10/11/2024 15:00,"(42.09152, -76.80259)",18.4,0.46,3.34,0,96665.88,0,0,7.238095492,0
10/11/2024 16:00,"(42.09152, -76.80259)",19.02,0.44,3.5,0,96627.78,0,0,7.181991564,0
10/11/2024 17:00,"(42.09152, -76.80259)",19.23,0.45,2.98,0,96539.79,0,0,7.436713165,0
10/11/2024 18:00,"(42.09152, -76.80259)",16.57,0.53,2.83,0,96509.19,0,0,7.476027067,0
10/11/2024 19:00,"(42.09152, -76.80259)",14.5,0.59,3.47,0,96491.41,0,0,7.340046409,0
10/11/2024 20:00,"(42.09152, -76.80259)",13.48,0.61,4.03,0,96469.17,0,0,7.127866552,0
10/11/2024 21:00,"(42.09152, -76.80259)",13.09,0.61,4.59,0,96425.59,0,0,6.958141604,0
10/11/2024 22:00,"(42.09152, -76.80259)",13.4,0.57,4.99,0,96389.28,0,0,6.62766204,0
10/11/2024 23:00,"(42.09152, -76.80259)",13.53,0.55,5.23,0,96362.71,0,0,6.446616686,0
10/12/2024 0:00,"(42.09152, -76.80259)",13.92,0.52,5.38,0,96337.82,0,0,6.243116218,0
10/12/2024 1:00,"(42.09152, -76.80259)",14.12,0.52,5.41,0,96304.74,0,0,6.320286714,0
10/12/2024 2:00,"(42.09152, -76.80259)",14.49,0.52,5.16,0,96309.69,0,0,6.465236201,0
10/12/2024 3:00,"(42.09152, -76.80259)",14.62,0.55,4.84,0,96312.28,0,0,6.892816323,0
10/12/2024 4:00,"(42.09152, -76.80259)",14.17,0.6,4.44,0,96317.84,0,0,7.315047894,0
10/12/2024 5:00,"(42.09152, -76.80259)",13.89,0.66,4.12,0,96385.79,0,0,7.909353018,0
10/12/2024 6:00,"(42.09152, -76.80259)",12.48,0.72,3.49,0,96396.06,0,0,7.907856205,0
10/12/2024 7:00,"(42.09152, -76.80259)",12.14,0.78,3.39,0,96478.62,0,0,8.38732803,0
10/12/2024 8:00,"(42.09152, -76.80259)",12.15,0.79,3.46,0,96569.57,0,0,8.500157812,0
10/12/2024 9:00,"(42.09152, -76.80259)",12.79,0.72,4.09,0,96620.59,0,0,8.061619286,0
10/12/2024 10:00,"(42.09152, -76.80259)",13.82,0.63,4.13,0,96680.52,0,0,7.517400592,0
10/12/2024 11:00,"(42.09152, -76.80259)",14.49,0.56,4.22,0,96704.75,0,0,6.962562063,0
10/12/2024 12:00,"(42.09152, -76.80259)",15.25,0.49,3.98,0,96729.36,0,0,6.381345696,0
10/12/2024 13:00,"(42.09152, -76.80259)",16.25,0.42,3.55,0,96694.97,0,0,5.811272021,0
10/12/2024 14:00,"(42.09152, -76.80259)",16.93,0.37,3.1,0,96626.61,0,0,5.33323425,0
10/12/2024 15:00,"(42.09152, -76.80259)",17.29,0.34,2.94,0,96626.68,0,0,5.007657335,0
10/12/2024 16:00,"(42.09152, -76.80259)",17.26,0.33,2.82,0,96617.89,0,0,4.851657107,0
10/12/2024 17:00,"(42.09152, -76.80259)",16.89,0.34,2.23,0,96585.47,0,0,4.889060663,0
10/12/2024 18:00,"(42.09152, -76.80259)",13.83,0.46,2.17,0,96608.36,0,0,5.49227364,0
10/12/2024 19:00,"(42.09152, -76.80259)",10.53,0.59,2.07,0,96661.61,0,0,5.734302786,0
10/12/2024 20:00,"(42.09152, -76.80259)",8.57,0.68,1.95,0,96672.43,0,0,5.833172864,0
10/12/2024 21:00,"(42.09152, -76.80259)",7.35,0.73,1.4,0,96590.24,0,0,5.787840845,0
10/12/2024 22:00,"(42.09152, -76.80259)",5.66,0.79,1.6,0,96647.82,0,0,5.608771027,0
10/12/2024 23:00,"(42.09152, -76.80259)",5.01,0.82,1.47,0,96607.32,0,0,5.577388114,0
10/13/2024 0:00,"(42.09152, -76.80259)",4.69,0.85,1.27,0,96577.73,0,0,5.660180389,0
10/13/2024 1:00,"(42.09152, -76.80259)",5.51,0.84,1.51,0,96526.95,0,0,5.905152162,0
10/13/2024 2:00,"(42.09152, -76.80259)",6.47,0.78,1.66,0.48,96470.84,0,0,5.839862249,0.48
10/13/2024 3:00,"(42.09152, -76.80259)",6.11,0.86,1.75,1.36,96399.62,0,0,6.288882041,1.36
10/13/2024 4:00,"(42.09152, -76.80259)",5.92,0.95,2.15,1.83,96361.03,0,0,6.860969677,1.83
10/13/2024 5:00,"(42.09152, -76.80259)",5.65,0.96,2.68,2.14,96274.8,0,0,6.811238664,2.14
10/13/2024 6:00,"(42.09152, -76.80259)",5.66,0.98,2.12,2.36,96238.3,0,0,6.957715958,2.36
10/13/2024 7:00,"(42.09152, -76.80259)",6.01,0.96,1.56,1.52,96215.21,0,0,6.974262584,1.52
10/13/2024 8:00,"(42.09152, -76.80259)",6.07,0.97,1.72,0.5,96191.97,0,0,7.074696954,0.5
10/13/2024 9:00,"(42.09152, -76.80259)",6.14,0.97,1.81,0.18,96159.26,0,0,7.107234603,0.18
10/13/2024 10:00,"(42.09152, -76.80259)",6.8,0.96,1.75,0.56,96042.1,0,0,7.343999882,0.56
10/13/2024 11:00,"(42.09152, -76.80259)",7.51,0.96,1.41,1.05,95951.12,0,0,7.690776119,1.05
10/13/2024 12:00,"(42.09152, -76.80259)",8.07,0.96,1.32,1.14,95898.31,0,0,7.974281301,1.14
10/13/2024 13:00,"(42.09152, -76.80259)",9.74,0.96,1.16,1.21,95803.74,0,0,8.874540299,1.21
10/13/2024 14:00,"(42.09152, -76.80259)",10.75,0.95,0.87,0.71,95684.21,0,0,9.362357474,0.71
10/13/2024 15:00,"(42.09152, -76.80259)",11.2,0.94,1.11,1.11,95607.92,0,0,9.530065334,1.11
10/13/2024 16:00,"(42.09152, -76.80259)",11.21,0.95,1.07,0.38,95594.68,0,0,9.63750443,0.38
10/13/2024 17:00,"(42.09152, -76.80259)",10.9,0.94,1.67,1.14,95542.67,0,0,9.35183092,1.14
10/13/2024 18:00,"(42.09152, -76.80259)",10.58,0.95,3.01,0.97,95620.17,0,0,9.262416545,0.97
10/13/2024 19:00,"(42.09152, -76.80259)",9.6,0.95,3.1,0.94,95601.32,0,0,8.704189816,0.94
10/13/2024 20:00,"(42.09152, -76.80259)",8.33,0.96,2.97,1.35,95617.84,0,0,8.108977042,1.35
10/13/2024 21:00,"(42.09152, -76.80259)",7.97,0.95,2.42,0.79,95599.31,0,0,7.840465885,0.79
10/13/2024 22:00,"(42.09152, -76.80259)",7.8,0.94,2.04,0.26,95577.75,0,0,7.673213942,0.26
10/13/2024 23:00,"(42.09152, -76.80259)",7.36,0.96,1.64,0.04,95539.45,0,0,7.616346681,0.04
10/14/2024 0:00,"(42.09152, -76.80259)",7.38,0.96,1.73,0.08,95508.68,0,0,7.626234157,0.08
10/14/2024 1:00,"(42.09152, -76.80259)",7.23,0.97,1.95,0.11,95445.34,0,0,7.63102057,0.11
10/14/2024 2:00,"(42.09152, -76.80259)",7.06,0.98,2.04,0.05,95394.51,0,0,7.624982721,0.05
10/14/2024 3:00,"(42.09152, -76.80259)",6.91,0.97,2.11,0.01,95389.97,0,0,7.473865654,0.01
10/14/2024 4:00,"(42.09152, -76.80259)",6.85,0.98,1.91,0.03,95352.02,0,0,7.521465327,0.03
10/14/2024 5:00,"(42.09152, -76.80259)",6.75,0.96,1.16,0.07,95294.2,0,0,7.320101796,0.07
10/14/2024 6:00,"(42.09152, -76.80259)",6.79,0.94,0.76,0.29,95225.07,0,0,7.186314516,0.29
10/14/2024 7:00,"(42.09152, -76.80259)",7.1,0.94,2.16,1.03,95223.8,0,0,7.332806332,1.03
10/14/2024 8:00,"(42.09152, -76.80259)",7.35,0.93,4.06,0.29,95217.75,0,0,7.373550666,0.29
10/14/2024 9:00,"(42.09152, -76.80259)",7.64,0.92,4.57,0.06,95282.43,0,0,7.432635949,0.06
10/14/2024 10:00,"(42.09152, -76.80259)",8.3,0.89,4.2,0.22,95299.45,0,0,7.503195696,0.22
10/14/2024 11:00,"(42.09152, -76.80259)",8.23,0.89,5.49,0.51,95426.93,0,0,7.469453032,0.51
10/14/2024 12:00,"(42.09152, -76.80259)",6.68,0.85,5.98,1.56,95588.99,0,0,6.451817435,1.56
10/14/2024 13:00,"(42.09152, -76.80259)",5.41,0.95,6.72,0.36,95681.97,0,0,6.634576825,0.36
10/14/2024 14:00,"(42.09152, -76.80259)",5.13,0.93,6.64,0.17,95756.91,0,0,6.375962601,0.17
10/14/2024 15:00,"(42.09152, -76.80259)",4.94,0.84,6.63,0.38,95905.79,0,0,5.68701874,0.38
10/14/2024 16:00,"(42.09152, -76.80259)",5.52,0.78,6.01,0.22,96018.66,0,0,5.486968878,0.22
10/14/2024 17:00,"(42.09152, -76.80259)",5.65,0.79,5.05,0.27,96072.82,0,0,5.605081817,0.27
10/14/2024 18:00,"(42.09152, -76.80259)",5.6,0.8,4.13,0.15,96166.99,0,0,5.657384858,0.15
10/14/2024 19:00,"(42.09152, -76.80259)",5.3,0.77,3.72,0.02,96237.65,0,0,5.338622226,0.02
10/14/2024 20:00,"(42.09152, -76.80259)",5.06,0.74,3.18,0,96290.26,0,0,5.049924698,0
10/14/2024 21:00,"(42.09152, -76.80259)",4.51,0.74,2.83,0,96296.29,0,0,4.869160244,0
10/14/2024 22:00,"(42.09152, -76.80259)",3.83,0.73,2.95,0,96325.87,0,0,4.590624436,0
10/14/2024 23:00,"(42.09152, -76.80259)",3.54,0.73,3.14,0,96294.57,0,0,4.502435823,0
10/15/2024 0:00,"(42.09152, -76.80259)",3.15,0.73,3.23,0,96243.6,0,0,4.386176339,0
10/15/2024 1:00,"(42.09152, -76.80259)",2.76,0.76,3.39,0,96243.31,0,0,4.44813719,0
10/15/2024 2:00,"(42.09152, -76.80259)",2.88,0.77,3.3,0,96236.47,0,0,4.543249155,0
10/15/2024 3:00,"(42.09152, -76.80259)",2.74,0.82,3.05,0,96234.63,0,0,4.792839454,0
10/15/2024 4:00,"(42.09152, -76.80259)",2.41,0.86,2.8,0,96218.11,0,0,4.915884456,0
10/15/2024 5:00,"(42.09152, -76.80259)",2.16,0.89,2.75,0,96251.32,0,0,5.002017218,0
10/15/2024 6:00,"(42.09152, -76.80259)",2.76,0.88,2.45,0,96276.54,0,0,5.150474641,0
10/15/2024 7:00,"(42.09152, -76.80259)",2.76,0.89,2.56,0,96312.67,0,0,5.209002762,0
10/15/2024 8:00,"(42.09152, -76.80259)",3.08,0.89,2.52,0,96321.68,0,0,5.322431339,0
10/15/2024 9:00,"(42.09152, -76.80259)",4.42,0.84,2.73,0.01,96350.23,0,0,5.494196766,0.01
10/15/2024 10:00,"(42.09152, -76.80259)",5.92,0.75,3.65,0.1,96347.11,0,0,5.416555008,0.1
10/15/2024 11:00,"(42.09152, -76.80259)",6.38,0.69,3.89,0.16,96309.77,0,0,5.135724372,0.16
10/15/2024 12:00,"(42.09152, -76.80259)",6.68,0.66,3.7,0.16,96295.97,0,0,5.009646479,0.16
10/15/2024 13:00,"(42.09152, -76.80259)",7.76,0.59,3.61,0.22,96263.57,0,0,4.803728103,0.22
10/15/2024 14:00,"(42.09152, -76.80259)",8.66,0.58,3.7,0.11,96200.78,0,0,5.004185727,0.11
10/15/2024 15:00,"(42.09152, -76.80259)",9.18,0.57,4.04,0.04,96174.19,0,0,5.084440514,0.04
10/15/2024 16:00,"(42.09152, -76.80259)",8.52,0.61,4.32,0.11,96177.94,0,0,5.215918557,0.11
10/15/2024 17:00,"(42.09152, -76.80259)",7.72,0.63,3.75,0.36,96147.89,0,0,5.116153153,0.36
10/15/2024 18:00,"(42.09152, -76.80259)",6.79,0.68,3.51,0.01,96210.42,0,0,5.198610501,0.01
10/15/2024 19:00,"(42.09152, -76.80259)",5.93,0.72,3.68,0.01,96246.35,0,0,5.203307647,0.01
10/15/2024 20:00,"(42.09152, -76.80259)",4.84,0.76,3.64,0,96304.2,0,0,5.111438678,0
10/15/2024 21:00,"(42.09152, -76.80259)",4.71,0.75,3.81,0,96291.8,0,0,5.00090592,0
10/15/2024 22:00,"(42.09152, -76.80259)",3.72,0.78,3.83,0,96327.42,0,0,4.86912041,0
10/15/2024 23:00,"(42.09152, -76.80259)",3.46,0.78,3.87,0.01,96326.05,0,0,4.785108021,0.01
10/16/2024 0:00,"(42.09152, -76.80259)",3.42,0.79,3.87,0.01,96359.5,0,0,4.833479558,0.01
10/16/2024 1:00,"(42.09152, -76.80259)",3.22,0.81,3.77,0.02,96376.74,0,0,4.889790074,0.02
10/16/2024 2:00,"(42.09152, -76.80259)",3.14,0.84,3.83,0.04,96352.32,0,0,5.043716948,0.04
10/16/2024 3:00,"(42.09152, -76.80259)",3.32,0.87,3.89,0.03,96400.58,0,0,5.287367151,0.03
10/16/2024 4:00,"(42.09152, -76.80259)",3.37,0.89,3.78,0.05,96418.08,0,0,5.427087417,0.05
10/16/2024 5:00,"(42.09152, -76.80259)",3.6,0.88,3.71,0.09,96477.01,0,0,5.449441139,0.09
10/16/2024 6:00,"(42.09152, -76.80259)",4.09,0.88,3.41,0.14,96533.86,0,0,5.630759531,0.14
10/16/2024 7:00,"(42.09152, -76.80259)",3.91,0.89,3.45,0.12,96603.96,0,0,5.626771019,0.12
10/16/2024 8:00,"(42.09152, -76.80259)",3.86,0.9,3.29,0.08,96665.35,0,0,5.671027061,0.08
10/16/2024 9:00,"(42.09152, -76.80259)",4.05,0.91,3.99,0.14,96768.4,0,0,5.807209232,0.14
10/16/2024 10:00,"(42.09152, -76.80259)",5.59,0.81,4.68,0.15,96839.27,0,0,5.724332588,0.15
10/16/2024 11:00,"(42.09152, -76.80259)",6.08,0.78,4.93,0.1,96911.48,0,0,5.692662912,0.1
10/16/2024 12:00,"(42.09152, -76.80259)",6.97,0.72,4.65,0.07,96948.52,0,0,5.569322611,0.07
10/16/2024 13:00,"(42.09152, -76.80259)",8.02,0.66,4.51,0.04,96942.8,0,0,5.464664658,0.04
10/16/2024 14:00,"(42.09152, -76.80259)",8.56,0.64,4.5,0.01,96938.57,0,0,5.486519923,0.01
10/16/2024 15:00,"(42.09152, -76.80259)",8.89,0.6,4.39,0.02,96959.83,0,0,5.253652805,0.02
10/16/2024 16:00,"(42.09152, -76.80259)",8.97,0.58,4.31,0.02,97000.47,0,0,5.104614923,0.02
10/16/2024 17:00,"(42.09152, -76.80259)",8.67,0.58,3.54,0,97025.54,0,0,5.007398297,0
10/16/2024 18:00,"(42.09152, -76.80259)",7.01,0.65,2.92,0,97079.41,0,0,5.040964649,0
10/16/2024 19:00,"(42.09152, -76.80259)",5.84,0.7,2.65,0,97121.31,0,0,5.028959919,0
10/16/2024 20:00,"(42.09152, -76.80259)",4.61,0.76,2.52,0,97182.77,0,0,5.034074976,0
10/16/2024 21:00,"(42.09152, -76.80259)",4.07,0.79,2.48,0,97216.94,0,0,5.048150972,0
10/16/2024 22:00,"(42.09152, -76.80259)",3.27,0.81,2.34,0,97262.11,0,0,4.906231427,0
10/16/2024 23:00,"(42.09152, -76.80259)",2.9,0.84,1.87,0,97249.28,0,0,4.962950914,0
10/17/2024 0:00,"(42.09152, -76.80259)",2.85,0.84,1.67,0,97284.44,0,0,4.946267898,0
10/17/2024 1:00,"(42.09152, -76.80259)",1.91,0.86,2.13,0,97300.09,0,0,4.752149851,0
10/17/2024 2:00,"(42.09152, -76.80259)",1.96,0.85,2.26,0,97316.9,0,0,4.712860016,0
10/17/2024 3:00,"(42.09152, -76.80259)",1.58,0.87,1.92,0,97337.99,0,0,4.700752228,0
10/17/2024 4:00,"(42.09152, -76.80259)",0.46,0.93,1.8,0,97351.61,0,0,4.654351454,0
10/17/2024 5:00,"(42.09152, -76.80259)",0.3,0.93,2.04,0,97384.94,0,0,4.603416983,0
10/17/2024 6:00,"(42.09152, -76.80259)",0.17,0.94,1.96,0,97378.37,0,0,4.611451396,0
10/17/2024 7:00,"(42.09152, -76.80259)",0.43,0.93,1.97,0,97435.88,0,0,4.644763764,0
10/17/2024 8:00,"(42.09152, -76.80259)",0.53,0.94,2.12,0,97480.63,0,0,4.72707833,0
10/17/2024 9:00,"(42.09152, -76.80259)",2.53,0.89,1.7,0,97540.82,0,0,5.128788646,0
10/17/2024 10:00,"(42.09152, -76.80259)",6.34,0.77,2.3,0,97542.21,0,0,5.71619457,0
10/17/2024 11:00,"(42.09152, -76.80259)",8.21,0.68,2.96,0,97526.65,0,0,5.699650438,0
10/17/2024 12:00,"(42.09152, -76.80259)",9.33,0.63,3.02,0,97532.56,0,0,5.67373897,0
10/17/2024 13:00,"(42.09152, -76.80259)",11.34,0.54,3.45,0,97498.35,0,0,5.523078371,0
10/17/2024 14:00,"(42.09152, -76.80259)",12.28,0.51,3.68,0,97450.38,0,0,5.532091974,0
10/17/2024 15:00,"(42.09152, -76.80259)",12.65,0.49,3.42,0,97470.69,0,0,5.438904224,0
10/17/2024 16:00,"(42.09152, -76.80259)",12.94,0.47,2.85,0,97488.9,0,0,5.311619196,0
10/17/2024 17:00,"(42.09152, -76.80259)",12.71,0.48,2.36,0,97534.7,0,0,5.347794624,0
10/17/2024 18:00,"(42.09152, -76.80259)",10.43,0.57,2.47,0,97508.3,0,0,5.505003378,0
10/17/2024 19:00,"(42.09152, -76.80259)",8.19,0.65,3.03,0,97514.08,0,0,5.44117992,0
10/17/2024 20:00,"(42.09152, -76.80259)",6.93,0.7,3.24,0,97517.06,0,0,5.400539273,0
10/17/2024 21:00,"(42.09152, -76.80259)",6.1,0.73,3.34,0,97539.35,0,0,5.334738927,0
10/17/2024 22:00,"(42.09152, -76.80259)",4.76,0.79,3.14,0,97591.58,0,0,5.285113006,0
10/17/2024 23:00,"(42.09152, -76.80259)",4.03,0.84,2.49,0,97633.71,0,0,5.353355799,0
